customerName;productName;productLine;orderDate;orderDay;orderMonth;orderYear;orderQuarter;dollar_sales
Euro+ Shopping Channel;1992 Porsche Cayenne Turbo Silver;Classic Cars;2003-01-31 00:00:00;31;1;2003;1;2767.7000000000003
Euro+ Shopping Channel;1954 Greyhound Scenicruiser;Trucks and Buses;2003-01-31 00:00:00;31;1;2003;1;1818.25
Euro+ Shopping Channel;1950's Chicago Surface Lines Streetcar;Trains;2003-01-31 00:00:00;31;1;2003;1;2770.95
Euro+ Shopping Channel;Diamond T620 Semi-Skirted Tanker;Trucks and Buses;2003-01-31 00:00:00;31;1;2003;1;3781.4700000000003
Euro+ Shopping Channel;1962 City of Detroit Streetcar;Trains;2003-01-31 00:00:00;31;1;2003;1;1705.92
Danish Wholesale Imports;1972 Alfa Romeo GTA;Classic Cars;2003-02-11 00:00:00;11;2;2003;1;6392
Danish Wholesale Imports;2001 Ferrari Enzo;Classic Cars;2003-02-11 00:00:00;11;2;2003;1;8434.52
Danish Wholesale Imports;1969 Ford Falcon;Classic Cars;2003-02-11 00:00:00;11;2;2003;1;4114.5199999999995
Danish Wholesale Imports;1903 Ford Model A;Vintage Cars;2003-02-11 00:00:00;11;2;2003;1;3004.98
Danish Wholesale Imports;Collectable Wooden Train;Trains;2003-02-11 00:00:00;11;2;2003;1;3333.7400000000002
Danish Wholesale Imports;1904 Buick Runabout;Vintage Cars;2003-02-11 00:00:00;11;2;2003;1;3094.6800000000003
Danish Wholesale Imports;18th century schooner;Ships;2003-02-11 00:00:00;11;2;2003;1;5072.71
Danish Wholesale Imports;1912 Ford Model T Delivery Wagon;Vintage Cars;2003-02-11 00:00:00;11;2;2003;1;3232.24
Danish Wholesale Imports;1940 Ford Delivery Sedan;Vintage Cars;2003-02-11 00:00:00;11;2;2003;1;3773.5
Danish Wholesale Imports;The Schooner Bluenose;Ships;2003-02-11 00:00:00;11;2;2003;1;2214
Danish Wholesale Imports;The Mayflower;Ships;2003-02-11 00:00:00;11;2;2003;1;2511.69
Danish Wholesale Imports;The USS Constitution Ship;Ships;2003-02-11 00:00:00;11;2;2003;1;1882.32
Danish Wholesale Imports;The Titanic;Ships;2003-02-11 00:00:00;11;2;2003;1;3594.24
Danish Wholesale Imports;The Queen Mary;Ships;2003-02-11 00:00:00;11;2;2003;1;2184.82
Danish Wholesale Imports;Pont Yacht;Ships;2003-02-11 00:00:00;11;2;2003;1;1119.25
Rovelli Gifts;1980s Black Hawk Helicopter;Planes;2003-02-17 00:00:00;17;2;2003;1;4825.44
Rovelli Gifts;P-51-D Mustang;Planes;2003-02-17 00:00:00;17;2;2003;1;2757.3999999999996
Rovelli Gifts;1999 Yamaha Speed Boat;Ships;2003-02-17 00:00:00;17;2;2003;1;3315.2599999999998
Rovelli Gifts;1941 Chevrolet Special Deluxe Cabriolet;Vintage Cars;2003-02-17 00:00:00;17;2;2003;1;3863.02
Rovelli Gifts;1928 British Royal Navy Airplane;Planes;2003-02-17 00:00:00;17;2;2003;1;3002.44
Rovelli Gifts;1900s Vintage Bi-Plane;Planes;2003-02-17 00:00:00;17;2;2003;1;3222.73
Rovelli Gifts;1937 Horch 930V Limousine;Vintage Cars;2003-02-17 00:00:00;17;2;2003;1;1732.59
Rovelli Gifts;Corsair F4U ( Bird Cage);Planes;2003-02-17 00:00:00;17;2;2003;1;2798
Rovelli Gifts;1900s Vintage Tri-Plane;Planes;2003-02-17 00:00:00;17;2;2003;1;1846
Rovelli Gifts;1928 Ford Phaeton Deluxe;Vintage Cars;2003-02-17 00:00:00;17;2;2003;1;2156.5499999999997
Rovelli Gifts;1930 Buick Marquette Phaeton;Vintage Cars;2003-02-17 00:00:00;17;2;2003;1;1395.42
Rovelli Gifts;American Airlines: B767-300;Planes;2003-02-17 00:00:00;17;2;2003;1;2831.54
Rovelli Gifts;HMS Bounty;Ships;2003-02-17 00:00:00;17;2;2003;1;2552.7000000000003
Rovelli Gifts;America West Airlines B757-200;Planes;2003-02-17 00:00:00;17;2;2003;1;3390.48
Rovelli Gifts;ATA: B757-300;Planes;2003-02-17 00:00:00;17;2;2003;1;3644.8
Rovelli Gifts;F/A 18 Hornet 1/72;Planes;2003-02-17 00:00:00;17;2;2003;1;3344
Rovelli Gifts;American Airlines: MD-11S;Planes;2003-02-17 00:00:00;17;2;2003;1;3375.84
Rovelli Gifts;Boeing X-32A JSF;Planes;2003-02-17 00:00:00;17;2;2003;1;2097.6000000000004
Land of Toys Inc.;1969 Harley Davidson Ultimate Chopper;Motorcycles;2003-02-24 00:00:00;24;2;2003;1;2440.5
Land of Toys Inc.;1996 Moto Guzzi 1100i;Motorcycles;2003-02-24 00:00:00;24;2;2003;1;4128.54
Land of Toys Inc.;2003 Harley-Davidson Eagle Drag Bike;Motorcycles;2003-02-24 00:00:00;24;2;2003;1;4653.72
Land of Toys Inc.;2002 Suzuki XREO;Motorcycles;2003-02-24 00:00:00;24;2;2003;1;2562
Land of Toys Inc.;1936 Harley Davidson El Knucklehead;Motorcycles;2003-02-24 00:00:00;24;2;2003;1;1528.3000000000002
Land of Toys Inc.;1997 BMW R 1100 S;Motorcycles;2003-02-24 00:00:00;24;2;2003;1;2423
Land of Toys Inc.;1960 BSA Gold Star DBD34;Motorcycles;2003-02-24 00:00:00;24;2;2003;1;2778.5600000000004
Land of Toys Inc.;1997 BMW F650 ST;Motorcycles;2003-02-24 00:00:00;24;2;2003;1;1778
Cruz & Sons Co.;1968 Ford Mustang;Classic Cars;2003-03-03 00:00:00;3;3;2003;1;5457.54
Cruz & Sons Co.;1968 Dodge Charger;Classic Cars;2003-03-03 00:00:00;3;3;2003;1;4333.5
Cruz & Sons Co.;1970 Plymouth Hemi Cuda;Classic Cars;2003-03-03 00:00:00;3;3;2003;1;2956.59
Cruz & Sons Co.;1969 Dodge Charger;Classic Cars;2003-03-03 00:00:00;3;3;2003;1;3855.6
Cruz & Sons Co.;1948 Porsche 356-A Roadster;Classic Cars;2003-03-03 00:00:00;3;3;2003;1;2574.88
Cruz & Sons Co.;1969 Dodge Super Bee;Classic Cars;2003-03-03 00:00:00;3;3;2003;1;1902.42
Cruz & Sons Co.;1976 Ford Gran Torino;Classic Cars;2003-03-03 00:00:00;3;3;2003;1;3836.41
Cruz & Sons Co.;1957 Vespa GS150;Motorcycles;2003-03-03 00:00:00;3;3;2003;1;2272.1200000000003
Cruz & Sons Co.;1957 Corvette Convertible;Classic Cars;2003-03-03 00:00:00;3;3;2003;1;6154.280000000001
Cruz & Sons Co.;1982 Ducati 900 Monster;Motorcycles;2003-03-03 00:00:00;3;3;2003;1;2254.35
Cruz & Sons Co.;1971 Alpine Renault 1600s;Classic Cars;2003-03-03 00:00:00;3;3;2003;1;1800.3
Cruz & Sons Co.;1956 Porsche 356A Coupe;Classic Cars;2003-03-03 00:00:00;3;3;2003;1;5280
Cruz & Sons Co.;1961 Chevrolet Impala;Classic Cars;2003-03-03 00:00:00;3;3;2003;1;2080.1
Cruz & Sons Co.;1982 Ducati 996 R;Motorcycles;2003-03-03 00:00:00;3;3;2003;1;977.6700000000001
Cruz & Sons Co.;1974 Ducati 350 Mk3 Desmo;Motorcycles;2003-03-03 00:00:00;3;3;2003;1;2720.56
Cruz & Sons Co.;2002 Yamaha YZR M1;Motorcycles;2003-03-03 00:00:00;3;3;2003;1;2544.8999999999996
Motor Mint Distributors Inc.;1993 Mazda RX-7;Classic Cars;2003-03-10 00:00:00;10;3;2003;1;3054.48
Motor Mint Distributors Inc.;1995 Honda Civic;Classic Cars;2003-03-10 00:00:00;10;3;2003;1;5243.24
Motor Mint Distributors Inc.;1999 Indy 500 Monte Carlo SS;Classic Cars;2003-03-10 00:00:00;10;3;2003;1;3294.72
Motor Mint Distributors Inc.;1992 Ferrari 360 Spider red;Classic Cars;2003-03-10 00:00:00;10;3;2003;1;7400.02
Motor Mint Distributors Inc.;1948 Porsche Type 356 Roadster;Classic Cars;2003-03-10 00:00:00;10;3;2003;1;5909.78
Motor Mint Distributors Inc.;1982 Lamborghini Diablo;Classic Cars;2003-03-10 00:00:00;10;3;2003;1;930.9000000000001
AV Stores, Co.;1965 Aston Martin DB5;Classic Cars;2003-03-18 00:00:00;18;3;2003;1;4374.14
AV Stores, Co.;1917 Grand Touring Sedan;Vintage Cars;2003-03-18 00:00:00;18;3;2003;1;6426
AV Stores, Co.;1911 Ford Town Car;Vintage Cars;2003-03-18 00:00:00;18;3;2003;1;1646.72
AV Stores, Co.;1932 Model A Ford J-Coupe;Vintage Cars;2003-03-18 00:00:00;18;3;2003;1;3817.77
AV Stores, Co.;1928 Mercedes-Benz SSK;Vintage Cars;2003-03-18 00:00:00;18;3;2003;1;5074.39
AV Stores, Co.;1932 Alfa Romeo 8C2300 Spider Sport;Vintage Cars;2003-03-18 00:00:00;18;3;2003;1;2293.48
AV Stores, Co.;1957 Ford Thunderbird;Classic Cars;2003-03-18 00:00:00;18;3;2003;1;2604
AV Stores, Co.;1970 Chevy Chevelle SS 454;Classic Cars;2003-03-18 00:00:00;18;3;2003;1;2592.72
AV Stores, Co.;1966 Shelby Cobra 427 S/C;Classic Cars;2003-03-18 00:00:00;18;3;2003;1;1254.8300000000002
AV Stores, Co.;1939 Chevrolet Deluxe Coupe;Vintage Cars;2003-03-18 00:00:00;18;3;2003;1;577.6
AV Stores, Co.;1938 Cadillac V-16 Presidential Limousine;Vintage Cars;2003-03-18 00:00:00;18;3;2003;1;1590.0300000000002
AV Stores, Co.;1949 Jaguar XK 120;Classic Cars;2003-03-18 00:00:00;18;3;2003;1;3555.67
AV Stores, Co.;1952 Citroen-15CV;Classic Cars;2003-03-18 00:00:00;18;3;2003;1;5186.04
AV Stores, Co.;1969 Chevrolet Camaro Z28;Classic Cars;2003-03-18 00:00:00;18;3;2003;1;2172.69
AV Stores, Co.;2002 Chevy Corvette;Classic Cars;2003-03-18 00:00:00;18;3;2003;1;3565.69
AV Stores, Co.;1936 Mercedes Benz 500k Roadster;Vintage Cars;2003-03-18 00:00:00;18;3;2003;1;1693.92
Mini Wheels Co.;1937 Lincoln Berline;Vintage Cars;2003-03-25 00:00:00;25;3;2003;1;2881.89
Mini Wheels Co.;1936 Mercedes-Benz 500K Special Roadster;Vintage Cars;2003-03-25 00:00:00;25;3;2003;1;2328.96
Mini Wheels Co.;1934 Ford V8 Coupe;Vintage Cars;2003-03-25 00:00:00;25;3;2003;1;1486.52
Mini Wheels Co.;18th Century Vintage Horse Carriage;Vintage Cars;2003-03-25 00:00:00;25;3;2003;1;4052.75
Mini Wheels Co.;1917 Maxwell Touring Car;Vintage Cars;2003-03-25 00:00:00;25;3;2003;1;3559.5299999999997
Mini Wheels Co.;1936 Chrysler Airflow;Vintage Cars;2003-03-25 00:00:00;25;3;2003;1;2228.2000000000003
Volvo Model Replicas, Co;1952 Alpine Renault 1300;Classic Cars;2003-03-24 00:00:00;24;3;2003;1;5717.64
Volvo Model Replicas, Co;1913 Ford Model T Speedster;Vintage Cars;2003-03-24 00:00:00;24;3;2003;1;1957.3
Mini Gifts Distributors Ltd.;1958 Setra Bus;Trucks and Buses;2003-03-26 00:00:00;26;3;2003;1;2554.44
Mini Gifts Distributors Ltd.;1940 Ford Pickup Truck;Trucks and Buses;2003-03-26 00:00:00;26;3;2003;1;4973.5
Mini Gifts Distributors Ltd.;1939 Cadillac Limousine;Vintage Cars;2003-03-26 00:00:00;26;3;2003;1;2163.5
Mini Gifts Distributors Ltd.;1996 Peterbilt 379 Stake Bed with Outrigger;Trucks and Buses;2003-03-26 00:00:00;26;3;2003;1;1352.86
La Corne D'abondance, Co.;1962 LanciaA Delta 16V;Classic Cars;2003-04-01 00:00:00;1;4;2003;2;3984.43
La Corne D'abondance, Co.;1964 Mercedes Tour Bus;Trucks and Buses;2003-04-01 00:00:00;1;4;2003;2;4164.42
La Corne D'abondance, Co.;1926 Ford Fire Engine;Trucks and Buses;2003-04-01 00:00:00;1;4;2003;2;2406.6
La Corne D'abondance, Co.;1992 Ferrari 360 Spider red;Classic Cars;2003-04-01 00:00:00;1;4;2003;2;8128.32
La Corne D'abondance, Co.;1940s Ford truck;Trucks and Buses;2003-04-01 00:00:00;1;4;2003;2;4318.9400000000005
La Corne D'abondance, Co.;1962 Volkswagen Microbus;Trucks and Buses;2003-04-01 00:00:00;1;4;2003;2;2146.83
La Corne D'abondance, Co.;1958 Chevy Corvette Limited Edition;Classic Cars;2003-04-01 00:00:00;1;4;2003;2;687.36
La Corne D'abondance, Co.;1980Ã¢â‚¬â„¢s GM Manhattan Express;Trucks and Buses;2003-04-01 00:00:00;1;4;2003;2;2835.52
La Corne D'abondance, Co.;1954 Greyhound Scenicruiser;Trucks and Buses;2003-04-01 00:00:00;1;4;2003;2;1227.24
La Corne D'abondance, Co.;1982 Camaro Z28;Classic Cars;2003-04-01 00:00:00;1;4;2003;2;3483.48
Classic Legends Inc.;1957 Chevy Pickup;Trucks and Buses;2003-04-04 00:00:00;4;4;2003;2;5123.94
Classic Legends Inc.;1998 Chrysler Plymouth Prowler;Classic Cars;2003-04-04 00:00:00;4;4;2003;2;6477.26
Classic Legends Inc.;1970 Dodge Coronet;Classic Cars;2003-04-04 00:00:00;4;4;2003;2;2662.08
Classic Legends Inc.;1992 Porsche Cayenne Turbo Silver;Classic Cars;2003-04-04 00:00:00;4;4;2003;2;4683.8
Classic Legends Inc.;Diamond T620 Semi-Skirted Tanker;Trucks and Buses;2003-04-04 00:00:00;4;4;2003;2;2718.9
Royale Belge;1950's Chicago Surface Lines Streetcar;Trains;2003-04-11 00:00:00;11;4;2003;2;1627.56
Dragon Souveniers, Ltd.;2001 Ferrari Enzo;Classic Cars;2003-04-16 00:00:00;16;4;2003;2;6445.89
Dragon Souveniers, Ltd.;1969 Corvair Monza;Classic Cars;2003-04-16 00:00:00;16;4;2003;2;6366.58
Dragon Souveniers, Ltd.;1969 Ford Falcon;Classic Cars;2003-04-16 00:00:00;16;4;2003;2;6747.780000000001
Dragon Souveniers, Ltd.;1903 Ford Model A;Vintage Cars;2003-04-16 00:00:00;16;4;2003;2;3160.8199999999997
Dragon Souveniers, Ltd.;Collectable Wooden Train;Trains;2003-04-16 00:00:00;16;4;2003;2;1715.2800000000002
Dragon Souveniers, Ltd.;1970 Triumph Spitfire;Classic Cars;2003-04-16 00:00:00;16;4;2003;2;2685.7599999999998
Dragon Souveniers, Ltd.;1904 Buick Runabout;Vintage Cars;2003-04-16 00:00:00;16;4;2003;2;1695.7900000000002
Dragon Souveniers, Ltd.;18th century schooner;Ships;2003-04-16 00:00:00;16;4;2003;2;4887.2
Dragon Souveniers, Ltd.;1962 City of Detroit Streetcar;Trains;2003-04-16 00:00:00;16;4;2003;2;1168.6499999999999
Dragon Souveniers, Ltd.;The Mayflower;Ships;2003-04-16 00:00:00;16;4;2003;2;2863.2999999999997
Dragon Souveniers, Ltd.;The Queen Mary;Ships;2003-04-16 00:00:00;16;4;2003;2;4022.1
Dragon Souveniers, Ltd.;Pont Yacht;Ships;2003-04-16 00:00:00;16;4;2003;2;2621
Enaco Distributors;The Titanic;Ships;2003-04-21 00:00:00;21;4;2003;2;3101.4
Salzburg Collectables;1972 Alfa Romeo GTA;Classic Cars;2003-04-28 00:00:00;28;4;2003;2;5192.48
Salzburg Collectables;1980s Black Hawk Helicopter;Planes;2003-04-28 00:00:00;28;4;2003;2;6509.34
Salzburg Collectables;1999 Yamaha Speed Boat;Ships;2003-04-28 00:00:00;28;4;2003;2;1571.64
Salzburg Collectables;1941 Chevrolet Special Deluxe Cabriolet;Vintage Cars;2003-04-28 00:00:00;28;4;2003;2;2572.56
Salzburg Collectables;1900s Vintage Bi-Plane;Planes;2003-04-28 00:00:00;28;4;2003;2;2640.4
Salzburg Collectables;1912 Ford Model T Delivery Wagon;Vintage Cars;2003-04-28 00:00:00;28;4;2003;2;2540.2999999999997
Salzburg Collectables;1937 Horch 930V Limousine;Vintage Cars;2003-04-28 00:00:00;28;4;2003;2;1262.3999999999999
Salzburg Collectables;1940 Ford Delivery Sedan;Vintage Cars;2003-04-28 00:00:00;28;4;2003;2;2876.3
Salzburg Collectables;Corsair F4U ( Bird Cage);Planes;2003-04-28 00:00:00;28;4;2003;2;1738.8
Salzburg Collectables;The Schooner Bluenose;Ships;2003-04-28 00:00:00;28;4;2003;2;1433.5
Salzburg Collectables;HMS Bounty;Ships;2003-04-28 00:00:00;28;4;2003;2;2152.67
Salzburg Collectables;The USS Constitution Ship;Ships;2003-04-28 00:00:00;28;4;2003;2;2554.36
Salzburg Collectables;American Airlines: MD-11S;Planes;2003-04-28 00:00:00;28;4;2003;2;1655.42
Salzburg Collectables;Boeing X-32A JSF;Planes;2003-04-28 00:00:00;28;4;2003;2;1126.1599999999999
Australian Collectors, Co.;1996 Moto Guzzi 1100i;Motorcycles;2003-04-29 00:00:00;29;4;2003;2;3449.2599999999998
Australian Collectors, Co.;2003 Harley-Davidson Eagle Drag Bike;Motorcycles;2003-04-29 00:00:00;29;4;2003;2;7304.8
Australian Collectors, Co.;P-51-D Mustang;Planes;2003-04-29 00:00:00;29;4;2003;2;2400.9100000000003
Australian Collectors, Co.;1936 Harley Davidson El Knucklehead;Motorcycles;2003-04-29 00:00:00;29;4;2003;2;2646.84
Australian Collectors, Co.;1997 BMW R 1100 S;Motorcycles;2003-04-29 00:00:00;29;4;2003;2;3865.75
Australian Collectors, Co.;1928 British Royal Navy Airplane;Planes;2003-04-29 00:00:00;29;4;2003;2;3627.3900000000003
Australian Collectors, Co.;1960 BSA Gold Star DBD34;Motorcycles;2003-04-29 00:00:00;29;4;2003;2;2460.24
Australian Collectors, Co.;1900s Vintage Tri-Plane;Planes;2003-04-29 00:00:00;29;4;2003;2;2080.17
Australian Collectors, Co.;1997 BMW F650 ST;Motorcycles;2003-04-29 00:00:00;29;4;2003;2;2087.8
Australian Collectors, Co.;1928 Ford Phaeton Deluxe;Vintage Cars;2003-04-29 00:00:00;29;4;2003;2;1994.91
Australian Collectors, Co.;1930 Buick Marquette Phaeton;Vintage Cars;2003-04-29 00:00:00;29;4;2003;2;2031.54
Australian Collectors, Co.;American Airlines: B767-300;Planes;2003-04-29 00:00:00;29;4;2003;2;4292.9800000000005
Australian Collectors, Co.;America West Airlines B757-200;Planes;2003-04-29 00:00:00;29;4;2003;2;1962.48
Australian Collectors, Co.;ATA: B757-300;Planes;2003-04-29 00:00:00;29;4;2003;2;2562.96
Australian Collectors, Co.;F/A 18 Hornet 1/72;Planes;2003-04-29 00:00:00;29;4;2003;2;3096
Reims Collectables;1969 Harley Davidson Ultimate Chopper;Motorcycles;2003-05-07 00:00:00;7;5;2003;2;2928.42
Reims Collectables;2002 Suzuki XREO;Motorcycles;2003-05-07 00:00:00;7;5;2003;2;6326
Reims Collectables;1982 Ducati 900 Monster;Motorcycles;2003-05-07 00:00:00;7;5;2003;2;1861.76
Reims Collectables;1974 Ducati 350 Mk3 Desmo;Motorcycles;2003-05-07 00:00:00;7;5;2003;2;2398.25
Reims Collectables;2002 Yamaha YZR M1;Motorcycles;2003-05-07 00:00:00;7;5;2003;2;3186.04
Marseille Mini Autos;1968 Ford Mustang;Classic Cars;2003-05-08 00:00:00;8;5;2003;2;6537.72
Marseille Mini Autos;1968 Dodge Charger;Classic Cars;2003-05-08 00:00:00;8;5;2003;2;4215.04
Marseille Mini Autos;1970 Plymouth Hemi Cuda;Classic Cars;2003-05-08 00:00:00;8;5;2003;2;2094.08
Marseille Mini Autos;1969 Dodge Charger;Classic Cars;2003-05-08 00:00:00;8;5;2003;2;2096
Marseille Mini Autos;1993 Mazda RX-7;Classic Cars;2003-05-08 00:00:00;8;5;2003;2;3898.1000000000004
Marseille Mini Autos;1948 Porsche 356-A Roadster;Classic Cars;2003-05-08 00:00:00;8;5;2003;2;2681.91
Marseille Mini Autos;1995 Honda Civic;Classic Cars;2003-05-08 00:00:00;8;5;2003;2;3527.7999999999997
Marseille Mini Autos;1992 Ferrari 360 Spider red;Classic Cars;2003-05-08 00:00:00;8;5;2003;2;3429.2499999999995
Marseille Mini Autos;1969 Dodge Super Bee;Classic Cars;2003-05-08 00:00:00;8;5;2003;2;1452.15
Marseille Mini Autos;1976 Ford Gran Torino;Classic Cars;2003-05-08 00:00:00;8;5;2003;2;2808.96
Marseille Mini Autos;1957 Vespa GS150;Motorcycles;2003-05-08 00:00:00;8;5;2003;2;2067.1
Marseille Mini Autos;1957 Corvette Convertible;Classic Cars;2003-05-08 00:00:00;8;5;2003;2;4082.96
Marseille Mini Autos;1982 Lamborghini Diablo;Classic Cars;2003-05-08 00:00:00;8;5;2003;2;1354.8600000000001
Marseille Mini Autos;1971 Alpine Renault 1600s;Classic Cars;2003-05-08 00:00:00;8;5;2003;2;1727.88
Marseille Mini Autos;1956 Porsche 356A Coupe;Classic Cars;2003-05-08 00:00:00;8;5;2003;2;5857.46
Marseille Mini Autos;1961 Chevrolet Impala;Classic Cars;2003-05-08 00:00:00;8;5;2003;2;1945.8999999999999
Marseille Mini Autos;1982 Ducati 996 R;Motorcycles;2003-05-08 00:00:00;8;5;2003;2;1047.49
Atelier graphique;1965 Aston Martin DB5;Classic Cars;2003-05-20 00:00:00;20;5;2003;2;3138.46
Atelier graphique;1999 Indy 500 Monte Carlo SS;Classic Cars;2003-05-20 00:00:00;20;5;2003;2;5282.64
Atelier graphique;1948 Porsche Type 356 Roadster;Classic Cars;2003-05-20 00:00:00;20;5;2003;2;3986.84
Atelier graphique;1966 Shelby Cobra 427 S/C;Classic Cars;2003-05-20 00:00:00;20;5;2003;2;2163.5
Signal Gift Stores;1917 Grand Touring Sedan;Vintage Cars;2003-05-21 00:00:00;21;5;2003;2;3213
Signal Gift Stores;1911 Ford Town Car;Vintage Cars;2003-05-21 00:00:00;21;5;2003;2;2441.04
Signal Gift Stores;1932 Model A Ford J-Coupe;Vintage Cars;2003-05-21 00:00:00;21;5;2003;2;4698.54
Signal Gift Stores;1932 Alfa Romeo 8C2300 Spider Sport;Vintage Cars;2003-05-21 00:00:00;21;5;2003;2;2716.56
Signal Gift Stores;1957 Ford Thunderbird;Classic Cars;2003-05-21 00:00:00;21;5;2003;2;1524.44
Signal Gift Stores;1970 Chevy Chevelle SS 454;Classic Cars;2003-05-21 00:00:00;21;5;2003;2;1374.34
Signal Gift Stores;1939 Chevrolet Deluxe Coupe;Vintage Cars;2003-05-21 00:00:00;21;5;2003;2;1373.8500000000001
Signal Gift Stores;1938 Cadillac V-16 Presidential Limousine;Vintage Cars;2003-05-21 00:00:00;21;5;2003;2;798.38
Signal Gift Stores;1949 Jaguar XK 120;Classic Cars;2003-05-21 00:00:00;21;5;2003;2;2384.32
Signal Gift Stores;1952 Citroen-15CV;Classic Cars;2003-05-21 00:00:00;21;5;2003;2;2348.75
Signal Gift Stores;1969 Chevrolet Camaro Z28;Classic Cars;2003-05-21 00:00:00;21;5;2003;2;3733.31
Signal Gift Stores;2002 Chevy Corvette;Classic Cars;2003-05-21 00:00:00;21;5;2003;2;4374.39
Signal Gift Stores;1936 Mercedes Benz 500k Roadster;Vintage Cars;2003-05-21 00:00:00;21;5;2003;2;1661.06
Australian Collectors, Co.;1937 Lincoln Berline;Vintage Cars;2003-05-21 00:00:00;21;5;2003;2;2860.16
Australian Collectors, Co.;1928 Mercedes-Benz SSK;Vintage Cars;2003-05-21 00:00:00;21;5;2003;2;4704.92
Corrida Auto Replicas, Ltd;1952 Alpine Renault 1300;Classic Cars;2003-05-28 00:00:00;28;5;2003;2;7817.74
Corrida Auto Replicas, Ltd;1962 LanciaA Delta 16V;Classic Cars;2003-05-28 00:00:00;28;5;2003;2;2697.6400000000003
Corrida Auto Replicas, Ltd;1958 Setra Bus;Trucks and Buses;2003-05-28 00:00:00;28;5;2003;2;2841.3
Corrida Auto Replicas, Ltd;1940 Ford Pickup Truck;Trucks and Buses;2003-05-28 00:00:00;28;5;2003;2;4433.46
Corrida Auto Replicas, Ltd;1936 Mercedes-Benz 500K Special Roadster;Vintage Cars;2003-05-28 00:00:00;28;5;2003;2;2150.82
Corrida Auto Replicas, Ltd;1926 Ford Fire Engine;Trucks and Buses;2003-05-28 00:00:00;28;5;2003;2;2195.15
Corrida Auto Replicas, Ltd;1913 Ford Model T Speedster;Vintage Cars;2003-05-28 00:00:00;28;5;2003;2;2889.5099999999998
Corrida Auto Replicas, Ltd;1934 Ford V8 Coupe;Vintage Cars;2003-05-28 00:00:00;28;5;2003;2;2844.6400000000003
